1.318999999999999950e+01,-3.967999999999999861e-01,-8.551000000000000512e+01
1.208000000000000007e+01,-6.014000000000000457e-01,-8.095999999999999375e+01
1.074000000000000021e+01,-9.483000000000000318e-01,-7.501000000000000512e+01
9.820000000000000284e+00,-1.205000000000000071e+00,-7.050000000000000000e+01
1.101999999999999957e+01,-1.356999999999999873e-01,-8.567000000000000171e+01
1.016999999999999993e+01,-2.470999999999999863e-01,-8.114000000000000057e+01
9.167999999999999261e+00,-4.646000000000000130e-01,-7.520999999999999375e+01
8.471999999999999531e+00,-6.141999999999999682e-01,-7.070999999999999375e+01
8.069000000000000838e+00,-5.716999999999999860e-01,-8.537999999999999545e+01
7.591000000000000192e+00,-4.260999999999999788e-01,-8.089000000000000057e+01
6.975999999999999979e+00,-3.023000000000000131e-01,-7.501999999999999602e+01
6.562999999999999723e+00,-2.255000000000000060e-01,-7.056000000000000227e+01
5.857999999999999652e+00,-9.437999999999999723e-01,-8.512999999999999545e+01
5.621999999999999886e+00,-6.387000000000000455e-01,-8.065999999999999659e+01
5.304000000000000270e+00,-2.672999999999999821e-01,-7.482999999999999829e+01
5.073999999999999844e+00,-3.887000000000000177e-02,-7.040000000000000568e+01
1.350999999999999979e+01,-5.627999999999999670e-01,-8.540999999999999659e+01
1.238000000000000078e+01,-7.582999999999999741e-01,-8.085999999999999943e+01
1.097000000000000064e+01,-1.098000000000000087e+00,-7.490999999999999659e+01
1.000999999999999979e+01,-1.356000000000000094e+00,-7.040999999999999659e+01
1.188000000000000078e+01,-7.216000000000000192e-01,-8.540000000000000568e+01
1.093999999999999950e+01,-8.152000000000000357e-01,-8.087999999999999545e+01
9.762999999999999901e+00,-1.026000000000000023e+00,-7.495999999999999375e+01
8.967999999999999972e+00,-1.185000000000000053e+00,-7.048000000000000398e+01
8.631999999999999673e+00,-1.403999999999999915e+00,-8.518999999999999773e+01
8.085000000000000853e+00,-1.260000000000000009e+00,-8.071999999999999886e+01
7.342999999999999972e+00,-1.157999999999999918e+00,-7.485999999999999943e+01
6.855999999999999872e+00,-1.100000000000000089e+00,-7.042000000000000171e+01
6.092999999999999972e+00,-1.911999999999999922e+00,-8.504000000000000625e+01
5.814000000000000057e+00,-1.616999999999999993e+00,-8.059000000000000341e+01
5.427999999999999936e+00,-1.280000000000000027e+00,-7.476999999999999602e+01
5.158999999999999808e+00,-1.070999999999999952e+00,-7.034999999999999432e+01
1.393999999999999950e+01,-7.792999999999999927e-01,-8.526999999999999602e+01
1.275999999999999979e+01,-9.629999999999999671e-01,-8.073000000000000398e+01
1.126999999999999957e+01,-1.294000000000000039e+00,-7.479000000000000625e+01
1.026999999999999957e+01,-1.554000000000000048e+00,-7.029000000000000625e+01
1.300000000000000000e+01,-1.485999999999999988e+00,-8.504999999999999716e+01
1.193999999999999950e+01,-1.556000000000000050e+00,-8.053000000000000114e+01
1.053999999999999915e+01,-1.758000000000000007e+00,-7.462999999999999545e+01
9.614000000000000767e+00,-1.929999999999999938e+00,-7.017000000000000171e+01
9.367000000000000881e+00,-2.490000000000000213e+00,-8.495000000000000284e+01
8.728999999999999204e+00,-2.346999999999999975e+00,-8.048999999999999488e+01
7.822000000000000064e+00,-2.274999999999999911e+00,-7.465999999999999659e+01
7.238000000000000433e+00,-2.241999999999999993e+00,-7.023000000000000398e+01
6.400000000000000355e+00,-3.176000000000000156e+00,-8.492000000000000171e+01
6.065000000000000391e+00,-2.892999999999999794e+00,-8.048999999999999488e+01
5.589999999999999858e+00,-2.600999999999999979e+00,-7.468999999999999773e+01
5.270999999999999908e+00,-2.418000000000000149e+00,-7.029000000000000625e+01
1.426999999999999957e+01,-9.453000000000000291e-01,-8.517000000000000171e+01
1.306000000000000050e+01,-1.120000000000000107e+00,-8.062999999999999545e+01
1.150000000000000000e+01,-1.443000000000000060e+00,-7.468999999999999773e+01
1.046000000000000085e+01,-1.705999999999999961e+00,-7.020000000000000284e+01
1.384999999999999964e+01,-2.072000000000000064e+00,-8.478000000000000114e+01
1.271000000000000085e+01,-2.124000000000000110e+00,-8.026999999999999602e+01
1.113000000000000078e+01,-2.318999999999999950e+00,-7.439000000000000057e+01
1.010999999999999943e+01,-2.500999999999999890e+00,-6.993000000000000682e+01
9.929999999999999716e+00,-3.322000000000000064e+00,-8.476000000000000512e+01
9.221999999999999531e+00,-3.181000000000000050e+00,-8.031000000000000227e+01
8.189000000000000057e+00,-3.132000000000000117e+00,-7.450000000000000000e+01
7.530999999999999694e+00,-3.116999999999999993e+00,-7.009000000000000341e+01
6.636000000000000121e+00,-4.144000000000000128e+00,-8.482999999999999829e+01
6.256999999999999673e+00,-3.871999999999999886e+00,-8.040999999999999659e+01
5.714000000000000412e+00,-3.612999999999999989e+00,-7.462999999999999545e+01
5.355999999999999872e+00,-3.450000000000000178e+00,-7.023999999999999488e+01
-2.165000000000000036e+00,-1.038999999999999924e+00,-8.495000000000000284e+01
-1.836000000000000076e+00,-6.071999999999999620e-01,-8.045000000000000284e+01
-1.421000000000000041e+00,-5.298999999999999891e-03,-7.459000000000000341e+01
-1.141000000000000014e+00,3.468999999999999861e-01,-7.012999999999999545e+01
-4.049999999999999822e+00,-1.082000000000000073e+00,-8.495999999999999375e+01
-3.476999999999999869e+00,-6.269000000000000128e-01,-8.042000000000000171e+01
-2.761000000000000121e+00,-1.153000000000000032e-02,-7.448999999999999488e+01
-2.301000000000000156e+00,3.482000000000000095e-01,-7.000000000000000000e+01
-6.496000000000000441e+00,-1.145000000000000018e+00,-8.498999999999999488e+01
-5.549999999999999822e+00,-6.717999999999999527e-01,-8.037000000000000455e+01
-4.432000000000000384e+00,-8.841999999999999860e-02,-7.432999999999999829e+01
-3.713000000000000078e+00,2.584000000000000186e-01,-6.978000000000000114e+01
-8.316000000000000725e+00,-1.187999999999999945e+00,-8.501999999999999602e+01
-7.136999999999999567e+00,-7.163000000000000478e-01,-8.034000000000000341e+01
-5.716999999999999638e+00,-1.817000000000000004e-01,-7.423000000000000398e+01
-4.823999999999999844e+00,1.390000000000000124e-01,-6.962999999999999545e+01
-1.856999999999999984e+00,-2.366000000000000103e+00,-8.498999999999999488e+01
-1.548999999999999932e+00,-1.895999999999999908e+00,-8.048999999999999488e+01
-1.153000000000000025e+00,-1.270999999999999908e+00,-7.462000000000000455e+01
-8.863999999999999657e-01,-9.120000000000000329e-01,-7.017000000000000171e+01
-3.797000000000000153e+00,-2.392999999999999794e+00,-8.498000000000000398e+01
-3.254999999999999893e+00,-1.901999999999999913e+00,-8.045000000000000284e+01
-2.563000000000000167e+00,-1.256000000000000005e+00,-7.454000000000000625e+01
-2.116000000000000103e+00,-8.867000000000000437e-01,-7.006000000000000227e+01
-6.352000000000000313e+00,-2.370999999999999996e+00,-8.498999999999999488e+01
-5.453000000000000291e+00,-1.864000000000000101e+00,-8.039000000000000057e+01
-4.373999999999999666e+00,-1.245000000000000107e+00,-7.440999999999999659e+01
-3.672000000000000153e+00,-8.868000000000000327e-01,-6.987999999999999545e+01
-8.285000000000000142e+00,-2.271999999999999797e+00,-8.500000000000000000e+01
-7.155999999999999694e+00,-1.774000000000000021e+00,-8.035999999999999943e+01
-5.777000000000000135e+00,-1.207000000000000073e+00,-7.429999999999999716e+01
-4.899000000000000021e+00,-8.780999999999999917e-01,-6.973999999999999488e+01
